task_run__calibration,task_run__created,task_run__finish_time,task_run__id,task_run__info,task_run__project_id,task_run__task_id,task_run__timeout,task_run__user_id,task_run__user_ip,task_runinfo__category,task_runinfo__task_id,task_runinfo__tweet_id_tweet
None,2016-10-03T17:02:05.296788,2016-10-03T17:02:18.448198,20705,"{""category"": ""7"", ""tweet_id_tweet"": ""454017724578938880"", ""task_id"": 15779}",62,15779,None,23,None,7,15779,4.54E+17
None,2016-10-03T17:02:12.916514,2016-10-03T17:02:23.807244,20706,"{""category"": ""4"", ""tweet_id_tweet"": ""454417329691320321"", ""task_id"": 15780}",62,15780,None,23,None,4,15780,4.54E+17
None,2016-10-03T17:02:18.665194,2016-10-03T17:02:29.186020,20707,"{""category"": ""1"", ""tweet_id_tweet"": ""454072874530512898"", ""task_id"": 15781}",62,15781,None,23,None,1,15781,4.54E+17
None,2016-10-03T17:02:24.056564,2016-10-03T17:02:38.646349,20708,"{""category"": ""4"", ""tweet_id_tweet"": ""454428303571836928"", ""task_id"": 15782}",62,15782,None,23,None,4,15782,4.54E+17
None,2016-10-03T17:02:29.511694,2016-10-03T17:02:51.461917,20709,"{""category"": ""7"", ""tweet_id_tweet"": ""451381343453446145"", ""task_id"": 15783}",62,15783,None,23,None,7,15783,4.51E+17
None,2016-10-03T17:02:38.874991,2016-10-03T17:03:41.112553,20710,"{""category"": ""7"", ""tweet_id_tweet"": ""453147654550065152"", ""task_id"": 15784}",62,15784,None,23,None,7,15784,4.53E+17
None,2016-10-03T17:02:51.782236,2016-10-03T17:03:48.158829,20711,"{""category"": ""5"", ""tweet_id_tweet"": ""454736986826231808"", ""task_id"": 15785}",62,15785,None,23,None,5,15785,4.55E+17
None,2016-10-03T17:03:41.411004,2016-10-03T17:04:01.832176,20712,"{""category"": ""4"", ""tweet_id_tweet"": ""454419596653903872"", ""task_id"": 15786}",62,15786,None,23,None,4,15786,4.54E+17
None,2016-10-03T17:03:48.422399,2016-10-03T17:04:25.003407,20713,"{""category"": ""5"", ""tweet_id_tweet"": ""453614793409040384"", ""task_id"": 15787}",62,15787,None,23,None,5,15787,4.54E+17
None,2016-10-03T17:04:02.087662,2016-10-03T17:04:36.366646,20714,"{""category"": ""7"", ""tweet_id_tweet"": ""454245977772535809"", ""task_id"": 15788}",62,15788,None,23,None,7,15788,4.54E+17
None,2016-10-03T17:04:25.314994,2016-10-03T17:04:40.486469,20715,"{""category"": ""4"", ""tweet_id_tweet"": ""451680145221251073"", ""task_id"": 15789}",62,15789,None,23,None,4,15789,4.52E+17
None,2016-10-03T17:04:36.788533,2016-10-03T17:04:50.011870,20716,"{""category"": ""6"", ""tweet_id_tweet"": ""451430791436726272"", ""task_id"": 15790}",62,15790,None,23,None,6,15790,4.51E+17
None,2016-10-03T17:04:40.718550,2016-10-03T17:05:05.839267,20717,"{""category"": ""6"", ""tweet_id_tweet"": ""451254040681541632"", ""task_id"": 15791}",62,15791,None,23,None,6,15791,4.51E+17
None,2016-10-03T17:04:50.299073,2016-10-03T17:05:12.091054,20718,"{""category"": ""4"", ""tweet_id_tweet"": ""451471733736742912"", ""task_id"": 15792}",62,15792,None,23,None,4,15792,4.51E+17
None,2016-10-03T17:05:06.077937,2016-10-03T17:05:38.259963,20719,"{""category"": ""7"", ""tweet_id_tweet"": ""451244690650959872"", ""task_id"": 15793}",62,15793,None,23,None,7,15793,4.51E+17
None,2016-10-03T17:05:12.331179,2016-10-03T17:05:42.766536,20720,"{""category"": ""7"", ""tweet_id_tweet"": ""451409230046957569"", ""task_id"": 15794}",62,15794,None,23,None,7,15794,4.51E+17
None,2016-10-03T17:05:38.560021,2016-10-03T17:05:47.934322,20721,"{""category"": ""5"", ""tweet_id_tweet"": ""451688464640380929"", ""task_id"": 15795}",62,15795,None,23,None,5,15795,4.52E+17
None,2016-10-03T17:05:43.051589,2016-10-03T17:05:52.935478,20722,"{""category"": ""7"", ""tweet_id_tweet"": ""455167395410108416"", ""task_id"": 15796}",62,15796,None,23,None,7,15796,4.55E+17
None,2016-10-03T17:05:48.188023,2016-10-03T17:06:00.628151,20723,"{""category"": ""4"", ""tweet_id_tweet"": ""452611787830329344"", ""task_id"": 15797}",62,15797,None,23,None,4,15797,4.53E+17
None,2016-10-03T17:05:53.182790,2016-10-03T17:06:05.991042,20724,"{""category"": ""7"", ""tweet_id_tweet"": ""451346788386349057"", ""task_id"": 15798}",62,15798,None,23,None,7,15798,4.51E+17
None,2016-10-03T17:06:00.929549,2016-10-03T17:06:12.320959,20725,"{""category"": ""7"", ""tweet_id_tweet"": ""452170401544560640"", ""task_id"": 15799}",62,15799,None,23,None,7,15799,4.52E+17
None,2016-10-03T17:06:06.225621,2016-10-03T17:06:27.637470,20726,"{""category"": ""1"", ""tweet_id_tweet"": ""451709621003374592"", ""task_id"": 15800}",62,15800,None,23,None,1,15800,4.52E+17
None,2016-10-03T17:06:12.622817,2016-10-03T17:06:37.044896,20727,"{""category"": ""7"", ""tweet_id_tweet"": ""454736881411190784"", ""task_id"": 15801}",62,15801,None,23,None,7,15801,4.55E+17
None,2016-10-03T17:06:27.913767,2016-10-03T17:06:44.495686,20728,"{""category"": ""7"", ""tweet_id_tweet"": ""455149018411454464"", ""task_id"": 15802}",62,15802,None,23,None,7,15802,4.55E+17
None,2016-10-03T17:06:37.266542,2016-10-03T17:06:49.645385,20729,"{""category"": ""4"", ""tweet_id_tweet"": ""451874635118686208"", ""task_id"": 15803}",62,15803,None,23,None,4,15803,4.52E+17
None,2016-10-03T17:06:44.800845,2016-10-03T17:06:59.416439,20730,"{""category"": ""2"", ""tweet_id_tweet"": ""452565450178977792"", ""task_id"": 15804}",62,15804,None,23,None,2,15804,4.53E+17
None,2016-10-03T17:06:49.930486,2016-10-03T17:07:03.489385,20731,"{""category"": ""7"", ""tweet_id_tweet"": ""451513127990210560"", ""task_id"": 15805}",62,15805,None,23,None,7,15805,4.52E+17
None,2016-10-03T17:06:59.715052,2016-10-03T17:07:14.153115,20732,"{""category"": ""3"", ""tweet_id_tweet"": ""451480222391873536"", ""task_id"": 15806}",62,15806,None,23,None,3,15806,4.51E+17
None,2016-10-03T17:07:03.732872,2016-10-03T17:07:19.670105,20733,"{""category"": ""7"", ""tweet_id_tweet"": ""455106228545265664"", ""task_id"": 15807}",62,15807,None,23,None,7,15807,4.55E+17
None,2016-10-03T17:07:14.424539,2016-10-03T17:07:26.030958,20734,"{""category"": ""7"", ""tweet_id_tweet"": ""451576132475699200"", ""task_id"": 15808}",62,15808,None,23,None,7,15808,4.52E+17
None,2016-10-03T17:07:20.005609,2016-10-03T17:07:32.898845,20735,"{""category"": ""5"", ""tweet_id_tweet"": ""452897577285849088"", ""task_id"": 15809}",62,15809,None,23,None,5,15809,4.53E+17
None,2016-10-03T17:07:26.342112,2016-10-03T17:07:42.931737,20736,"{""category"": ""7"", ""tweet_id_tweet"": ""454314126278279168"", ""task_id"": 15810}",62,15810,None,23,None,7,15810,4.54E+17
None,2016-10-03T17:07:33.180635,2016-10-03T17:07:52.004077,20737,"{""category"": ""3"", ""tweet_id_tweet"": ""451760258118344704"", ""task_id"": 15811}",62,15811,None,23,None,3,15811,4.52E+17
None,2016-10-03T17:07:43.199004,2016-10-03T17:07:59.367479,20738,"{""category"": ""7"", ""tweet_id_tweet"": ""453879435431665665"", ""task_id"": 15812}",62,15812,None,23,None,7,15812,4.54E+17
None,2016-10-03T17:07:52.316317,2016-10-03T17:08:02.959525,20739,"{""category"": ""5"", ""tweet_id_tweet"": ""451562282817179648"", ""task_id"": 15813}",62,15813,None,23,None,5,15813,4.52E+17
None,2016-10-03T17:07:59.627283,2016-10-03T17:08:07.148122,20740,"{""category"": ""7"", ""tweet_id_tweet"": ""451841648054378497"", ""task_id"": 15814}",62,15814,None,23,None,7,15814,4.52E+17
None,2016-10-03T17:08:03.227128,2016-10-03T17:08:14.051514,20741,"{""category"": ""5"", ""tweet_id_tweet"": ""452100272890732544"", ""task_id"": 15815}",62,15815,None,23,None,5,15815,4.52E+17
None,2016-10-03T17:08:07.376031,2016-10-03T17:08:19.482109,20742,"{""category"": ""4"", ""tweet_id_tweet"": ""451234507535183873"", ""task_id"": 15816}",62,15816,None,23,None,4,15816,4.51E+17
None,2016-10-03T17:08:14.278847,2016-10-03T17:08:32.387131,20743,"{""category"": ""4"", ""tweet_id_tweet"": ""454415444921688065"", ""task_id"": 15817}",62,15817,None,23,None,4,15817,4.54E+17
None,2016-10-03T17:08:19.698032,2016-10-03T17:08:42.259794,20744,"{""category"": ""5"", ""tweet_id_tweet"": ""451581563474432001"", ""task_id"": 15818}",62,15818,None,23,None,5,15818,4.52E+17
None,2016-10-03T17:08:32.651472,2016-10-03T17:09:26.429159,20745,"{""category"": ""5"", ""tweet_id_tweet"": ""453931013065175040"", ""task_id"": 15819}",62,15819,None,23,None,5,15819,4.54E+17
None,2016-10-03T17:08:42.577821,2016-10-03T17:09:32.198601,20746,"{""category"": ""4"", ""tweet_id_tweet"": ""454587555867271168"", ""task_id"": 15820}",62,15820,None,23,None,4,15820,4.55E+17
None,2016-10-03T17:09:26.696323,2016-10-03T17:09:36.986806,20747,"{""category"": ""7"", ""tweet_id_tweet"": ""454105942724853760"", ""task_id"": 15821}",62,15821,None,23,None,7,15821,4.54E+17
None,2016-10-03T17:09:32.528355,2016-10-03T17:09:42.199350,20748,"{""category"": ""4"", ""tweet_id_tweet"": ""451571240512139264"", ""task_id"": 15822}",62,15822,None,23,None,4,15822,4.52E+17
None,2016-10-03T17:09:37.204860,2016-10-03T17:09:46.865222,20749,"{""category"": ""7"", ""tweet_id_tweet"": ""453592101326839808"", ""task_id"": 15823}",62,15823,None,23,None,7,15823,4.54E+17
None,2016-10-03T17:09:42.620879,2016-10-03T17:09:52.997819,20750,"{""category"": ""7"", ""tweet_id_tweet"": ""451402222149308416"", ""task_id"": 15824}",62,15824,None,23,None,7,15824,4.51E+17
None,2016-10-03T17:09:47.137075,2016-10-03T17:09:59.022516,20751,"{""category"": ""7"", ""tweet_id_tweet"": ""452776211459346432"", ""task_id"": 15825}",62,15825,None,23,None,7,15825,4.53E+17
None,2016-10-03T17:09:53.254575,2016-10-03T17:10:04.751090,20752,"{""category"": ""3"", ""tweet_id_tweet"": ""453214673874460672"", ""task_id"": 15826}",62,15826,None,23,None,3,15826,4.53E+17
None,2016-10-03T17:09:59.351805,2016-10-03T17:10:13.058629,20753,"{""category"": ""1"", ""tweet_id_tweet"": ""452263113933340672"", ""task_id"": 15827}",62,15827,None,23,None,1,15827,4.52E+17
None,2016-10-03T17:10:05.104780,2016-10-03T17:10:18.694373,20754,"{""category"": ""4"", ""tweet_id_tweet"": ""454421267035455488"", ""task_id"": 15828}",62,15828,None,23,None,4,15828,4.54E+17
None,2016-10-03T17:10:13.321399,2016-10-03T17:10:26.367554,20755,"{""category"": ""7"", ""tweet_id_tweet"": ""453570544995037184"", ""task_id"": 15829}",62,15829,None,23,None,7,15829,4.54E+17
None,2016-10-03T17:10:18.963329,2016-10-03T17:10:42.152891,20756,"{""category"": ""7"", ""tweet_id_tweet"": ""451511906151301120"", ""task_id"": 15830}",62,15830,None,23,None,7,15830,4.52E+17
None,2016-10-03T17:10:26.656811,2016-10-03T17:10:48.220900,20757,"{""category"": ""4"", ""tweet_id_tweet"": ""454418492826337280"", ""task_id"": 15831}",62,15831,None,23,None,4,15831,4.54E+17
None,2016-10-03T17:10:42.592677,2016-10-03T17:10:58.600478,20758,"{""category"": ""7"", ""tweet_id_tweet"": ""454591265112199170"", ""task_id"": 15832}",62,15832,None,23,None,7,15832,4.55E+17
None,2016-10-03T17:10:48.527967,2016-10-03T17:11:03.176936,20759,"{""category"": ""3"", ""tweet_id_tweet"": ""454278385544335360"", ""task_id"": 15833}",62,15833,None,23,None,3,15833,4.54E+17
None,2016-10-03T17:10:58.884355,2016-10-03T17:11:12.463094,20760,"{""category"": ""5"", ""tweet_id_tweet"": ""451703386757287937"", ""task_id"": 15834}",62,15834,None,23,None,5,15834,4.52E+17
None,2016-10-03T17:11:03.407856,2016-10-03T17:11:17.882260,20761,"{""category"": ""7"", ""tweet_id_tweet"": ""454670083152175104"", ""task_id"": 15835}",62,15835,None,23,None,7,15835,4.55E+17
None,2016-10-03T17:11:12.767059,2016-10-03T17:11:23.980072,20762,"{""category"": ""7"", ""tweet_id_tweet"": ""454396183406866432"", ""task_id"": 15836}",62,15836,None,23,None,7,15836,4.54E+17
None,2016-10-03T17:11:18.300327,2016-10-03T17:11:28.583931,20763,"{""category"": ""7"", ""tweet_id_tweet"": ""451684545075875840"", ""task_id"": 15837}",62,15837,None,23,None,7,15837,4.52E+17
None,2016-10-03T17:11:24.265041,2016-10-03T17:11:34.442525,20764,"{""category"": ""4"", ""tweet_id_tweet"": ""451343939376021505"", ""task_id"": 15838}",62,15838,None,23,None,4,15838,4.51E+17
None,2016-10-03T17:11:28.843352,2016-10-03T17:11:39.122757,20765,"{""category"": ""7"", ""tweet_id_tweet"": ""453107901486206977"", ""task_id"": 15839}",62,15839,None,23,None,7,15839,4.53E+17
None,2016-10-03T17:11:34.736017,2016-10-03T17:37:27.120733,20766,"{""category"": ""2"", ""tweet_id_tweet"": ""453563942154280961"", ""task_id"": 15840}",62,15840,None,23,None,2,15840,4.54E+17
None,2016-10-03T17:11:39.386788,2016-10-03T17:37:31.356695,20767,"{""category"": ""5"", ""tweet_id_tweet"": ""451368262056820736"", ""task_id"": 15841}",62,15841,None,23,None,5,15841,4.51E+17
None,2016-10-03T17:37:27.361301,2016-10-03T17:37:36.620418,20768,"{""category"": ""3"", ""tweet_id_tweet"": ""452472066684760064"", ""task_id"": 15842}",62,15842,None,23,None,3,15842,4.52E+17
None,2016-10-03T17:37:31.649784,2016-10-03T17:37:43.296034,20769,"{""category"": ""4"", ""tweet_id_tweet"": ""451542863730331649"", ""task_id"": 15843}",62,15843,None,23,None,4,15843,4.52E+17
None,2016-10-03T17:37:36.925088,2016-10-03T17:37:58.905920,20770,"{""category"": ""7"", ""tweet_id_tweet"": ""454023393457618944"", ""task_id"": 15844}",62,15844,None,23,None,7,15844,4.54E+17
None,2016-10-03T17:37:43.570085,2016-10-03T17:38:04.571890,20771,"{""category"": ""7"", ""tweet_id_tweet"": ""451231633861922817"", ""task_id"": 15845}",62,15845,None,23,None,7,15845,4.51E+17
None,2016-10-03T17:37:59.181249,2016-10-03T17:38:13.790370,20772,"{""category"": ""4"", ""tweet_id_tweet"": ""454426744515080192"", ""task_id"": 15846}",62,15846,None,23,None,4,15846,4.54E+17
None,2016-10-03T17:38:04.804301,2016-10-03T17:38:18.618862,20773,"{""category"": ""7"", ""tweet_id_tweet"": ""452360567265579008"", ""task_id"": 15847}",62,15847,None,23,None,7,15847,4.52E+17
None,2016-10-03T17:38:14.044335,2016-10-03T17:38:24.744102,20774,"{""category"": ""6"", ""tweet_id_tweet"": ""452164590705455104"", ""task_id"": 15848}",62,15848,None,23,None,6,15848,4.52E+17
None,2016-10-03T17:38:18.913298,2016-10-03T17:38:31.179213,20775,"{""category"": ""7"", ""tweet_id_tweet"": ""451387283858395136"", ""task_id"": 15849}",62,15849,None,23,None,7,15849,4.51E+17
None,2016-10-03T17:38:25.017345,2016-10-03T17:38:46.768992,20776,"{""category"": ""6"", ""tweet_id_tweet"": ""452160417679151104"", ""task_id"": 15850}",62,15850,None,23,None,6,15850,4.52E+17
None,2016-10-03T17:38:31.470626,2016-10-03T17:38:57.094110,20777,"{""category"": ""7"", ""tweet_id_tweet"": ""451716307931521024"", ""task_id"": 15851}",62,15851,None,23,None,7,15851,4.52E+17
None,2016-10-03T17:38:47.061989,2016-10-03T17:39:02.099316,20778,"{""category"": ""4"", ""tweet_id_tweet"": ""452242384869289986"", ""task_id"": 15852}",62,15852,None,23,None,4,15852,4.52E+17
None,2016-10-03T17:38:57.380834,2016-10-03T17:39:13.341513,20779,"{""category"": ""7"", ""tweet_id_tweet"": ""452951727336329217"", ""task_id"": 15853}",62,15853,None,23,None,7,15853,4.53E+17
None,2016-10-03T17:39:02.401356,2016-10-03T17:39:17.716454,20780,"{""category"": ""7"", ""tweet_id_tweet"": ""451341274046427136"", ""task_id"": 15854}",62,15854,None,23,None,7,15854,4.51E+17
None,2016-10-03T17:39:13.606057,2016-10-03T17:39:25.007872,20781,"{""category"": ""4"", ""tweet_id_tweet"": ""454466839158865921"", ""task_id"": 15855}",62,15855,None,23,None,4,15855,4.54E+17
None,2016-10-03T17:39:18.441059,2016-10-03T17:39:31.545246,20782,"{""category"": ""7"", ""tweet_id_tweet"": ""452102956674859008"", ""task_id"": 15856}",62,15856,None,23,None,7,15856,4.52E+17
None,2016-10-03T17:39:25.293154,2016-10-03T17:39:38.567719,20783,"{""category"": ""7"", ""tweet_id_tweet"": ""452123539014172672"", ""task_id"": 15857}",62,15857,None,23,None,7,15857,4.52E+17
None,2016-10-03T17:39:31.813204,2016-10-03T17:39:54.988804,20784,"{""category"": ""6"", ""tweet_id_tweet"": ""451373255442460672"", ""task_id"": 15858}",62,15858,None,23,None,6,15858,4.51E+17
None,2016-10-03T17:39:38.863592,2016-10-03T17:40:01.835528,20785,"{""category"": ""2"", ""tweet_id_tweet"": ""451405724975763456"", ""task_id"": 15859}",62,15859,None,23,None,2,15859,4.51E+17
None,2016-10-03T17:39:55.346616,2016-10-03T17:40:09.842955,20786,"{""category"": ""4"", ""tweet_id_tweet"": ""454412633836244993"", ""task_id"": 15860}",62,15860,None,23,None,4,15860,4.54E+17
None,2016-10-03T17:40:02.114062,2016-10-03T17:40:14.018539,20787,"{""category"": ""7"", ""tweet_id_tweet"": ""455139257435181056"", ""task_id"": 15861}",62,15861,None,23,None,7,15861,4.55E+17
None,2016-10-03T17:40:10.084340,2016-10-03T17:40:17.749033,20788,"{""category"": ""7"", ""tweet_id_tweet"": ""453510766386102273"", ""task_id"": 15862}",62,15862,None,23,None,7,15862,4.54E+17
None,2016-10-03T17:40:14.319816,2016-10-03T17:40:25.496418,20789,"{""category"": ""6"", ""tweet_id_tweet"": ""451280061123932160"", ""task_id"": 15863}",62,15863,None,23,None,6,15863,4.51E+17
None,2016-10-03T17:40:18.037876,2016-10-03T17:40:45.486355,20790,"{""category"": ""4"", ""tweet_id_tweet"": ""451364228151402496"", ""task_id"": 15864}",62,15864,None,23,None,4,15864,4.51E+17
None,2016-10-03T17:40:25.802071,2016-10-03T17:40:49.358370,20791,"{""category"": ""4"", ""tweet_id_tweet"": ""451552346615865344"", ""task_id"": 15865}",62,15865,None,23,None,4,15865,4.52E+17
None,2016-10-03T17:40:45.717334,2016-10-03T17:40:53.187673,20792,"{""category"": ""7"", ""tweet_id_tweet"": ""451543329193594880"", ""task_id"": 15866}",62,15866,None,23,None,7,15866,4.52E+17
None,2016-10-03T17:40:49.645888,2016-10-03T17:40:57.327987,20793,"{""category"": ""7"", ""tweet_id_tweet"": ""454332269491003392"", ""task_id"": 15867}",62,15867,None,23,None,7,15867,4.54E+17
None,2016-10-03T17:40:53.514430,2016-10-03T17:41:03.615986,20794,"{""category"": ""6"", ""tweet_id_tweet"": ""452432540259725312"", ""task_id"": 15868}",62,15868,None,23,None,6,15868,4.52E+17
None,2016-10-03T17:40:57.603078,2016-10-03T17:41:08.127101,20795,"{""category"": ""4"", ""tweet_id_tweet"": ""451581958825324545"", ""task_id"": 15869}",62,15869,None,23,None,4,15869,4.52E+17
None,2016-10-03T17:41:03.839471,2016-10-03T17:41:13.638774,20796,"{""category"": ""4"", ""tweet_id_tweet"": ""451583791417409536"", ""task_id"": 15870}",62,15870,None,23,None,4,15870,4.52E+17
None,2016-10-03T17:41:08.386500,2016-10-03T17:41:25.473772,20797,"{""category"": ""7"", ""tweet_id_tweet"": ""451557749654958081"", ""task_id"": 15871}",62,15871,None,23,None,7,15871,4.52E+17
None,2016-10-03T17:41:13.857113,2016-10-03T17:41:29.847231,20798,"{""category"": ""5"", ""tweet_id_tweet"": ""451566591189073920"", ""task_id"": 15872}",62,15872,None,23,None,5,15872,4.52E+17
None,2016-10-03T17:41:25.799578,2016-10-03T17:41:34.434749,20799,"{""category"": ""4"", ""tweet_id_tweet"": ""455353557613821954"", ""task_id"": 15873}",62,15873,None,23,None,4,15873,4.55E+17
None,2016-10-03T17:41:30.138910,2016-10-03T17:41:40.627747,20800,"{""category"": ""7"", ""tweet_id_tweet"": ""451695440745205760"", ""task_id"": 15874}",62,15874,None,23,None,7,15874,4.52E+17
None,2016-10-03T17:41:34.692542,2016-10-03T17:41:46.144185,20801,"{""category"": ""1"", ""tweet_id_tweet"": ""452646980691320832"", ""task_id"": 15875}",62,15875,None,23,None,1,15875,4.53E+17
None,2016-10-03T17:41:40.899574,2016-10-03T17:41:51.914129,20802,"{""category"": ""7"", ""tweet_id_tweet"": ""451572795227373568"", ""task_id"": 15876}",62,15876,None,23,None,7,15876,4.52E+17
None,2016-10-03T17:41:46.415114,2016-10-03T17:41:58.070866,20803,"{""category"": ""6"", ""tweet_id_tweet"": ""453898293631016960"", ""task_id"": 15877}",62,15877,None,23,None,6,15877,4.54E+17
None,2016-10-03T17:41:52.278527,2016-10-03T17:42:04.998674,20804,"{""category"": ""4"", ""tweet_id_tweet"": ""452188167467048960"", ""task_id"": 15878}",62,15878,None,23,None,4,15878,4.52E+17
None,2016-10-03T17:41:58.459065,2016-10-03T17:42:12.664260,20805,"{""category"": ""5"", ""tweet_id_tweet"": ""451501103512027136"", ""task_id"": 15879}",62,15879,None,23,None,5,15879,4.52E+17
None,2016-10-03T17:42:05.237552,2016-10-03T17:42:23.713618,20806,"{""category"": ""7"", ""tweet_id_tweet"": ""455356707016028161"", ""task_id"": 15880}",62,15880,None,23,None,7,15880,4.55E+17
None,2016-10-03T17:42:12.897164,2016-10-03T17:42:33.329511,20807,"{""category"": ""4"", ""tweet_id_tweet"": ""454424281162989568"", ""task_id"": 15881}",62,15881,None,23,None,4,15881,4.54E+17
None,2016-10-03T17:42:23.966316,2016-10-03T17:42:44.665725,20808,"{""category"": ""7"", ""tweet_id_tweet"": ""454420828491239424"", ""task_id"": 15882}",62,15882,None,23,None,7,15882,4.54E+17
None,2016-10-03T17:42:33.659720,2016-10-03T17:42:55.946029,20809,"{""category"": ""4"", ""tweet_id_tweet"": ""451915048818995200"", ""task_id"": 15883}",62,15883,None,23,None,4,15883,4.52E+17
None,2016-10-03T17:42:44.944967,2016-10-03T17:43:09.456750,20810,"{""category"": ""7"", ""tweet_id_tweet"": ""454980634411532288"", ""task_id"": 15884}",62,15884,None,23,None,7,15884,4.55E+17
None,2016-10-03T17:42:56.246497,2016-10-03T17:43:21.432574,20811,"{""category"": ""7"", ""tweet_id_tweet"": ""454445682833637376"", ""task_id"": 15885}",62,15885,None,23,None,7,15885,4.54E+17
None,2016-10-03T17:43:09.682299,2016-10-03T17:43:36.924227,20812,"{""category"": ""6"", ""tweet_id_tweet"": ""453797695183126528"", ""task_id"": 15886}",62,15886,None,23,None,6,15886,4.54E+17
None,2016-10-03T17:43:21.742248,2016-10-03T17:43:41.700212,20813,"{""category"": ""6"", ""tweet_id_tweet"": ""452147228724199424"", ""task_id"": 15887}",62,15887,None,23,None,6,15887,4.52E+17
None,2016-10-03T17:43:37.192644,2016-10-03T17:43:47.515322,20814,"{""category"": ""6"", ""tweet_id_tweet"": ""455352098025390080"", ""task_id"": 15888}",62,15888,None,23,None,6,15888,4.55E+17
None,2016-10-03T17:43:41.953300,2016-10-03T17:43:51.875813,20815,"{""category"": ""4"", ""tweet_id_tweet"": ""454722391671730176"", ""task_id"": 15889}",62,15889,None,23,None,4,15889,4.55E+17
None,2016-10-03T17:43:47.915277,2016-10-03T17:43:59.359743,20816,"{""category"": ""6"", ""tweet_id_tweet"": ""453007383967834112"", ""task_id"": 15890}",62,15890,None,23,None,6,15890,4.53E+17
None,2016-10-03T17:43:52.154902,2016-10-03T17:44:04.986529,20817,"{""category"": ""7"", ""tweet_id_tweet"": ""453950066303451136"", ""task_id"": 15891}",62,15891,None,23,None,7,15891,4.54E+17
None,2016-10-03T17:43:59.636948,2016-10-03T17:44:16.402372,20818,"{""category"": ""7"", ""tweet_id_tweet"": ""451542797707780096"", ""task_id"": 15892}",62,15892,None,23,None,7,15892,4.52E+17
None,2016-10-03T17:44:05.216000,2016-10-03T17:44:21.012227,20819,"{""category"": ""7"", ""tweet_id_tweet"": ""451360693745238016"", ""task_id"": 15893}",62,15893,None,23,None,7,15893,4.51E+17
None,2016-10-03T17:44:16.678136,2016-10-03T17:44:27.667854,20820,"{""category"": ""6"", ""tweet_id_tweet"": ""452695353146761216"", ""task_id"": 15894}",62,15894,None,23,None,6,15894,4.53E+17
None,2016-10-03T17:44:21.264131,2016-10-03T17:44:32.232373,20821,"{""category"": ""3"", ""tweet_id_tweet"": ""452911357008961536"", ""task_id"": 15895}",62,15895,None,23,None,3,15895,4.53E+17
None,2016-10-03T17:44:28.070993,2016-10-03T17:44:36.685084,20822,"{""category"": ""3"", ""tweet_id_tweet"": ""454067700147306496"", ""task_id"": 15896}",62,15896,None,23,None,3,15896,4.54E+17
None,2016-10-03T17:44:32.491793,2016-10-03T17:44:40.755176,20823,"{""category"": ""7"", ""tweet_id_tweet"": ""454269268956573696"", ""task_id"": 15897}",62,15897,None,23,None,7,15897,4.54E+17
None,2016-10-03T17:44:36.920059,2016-10-03T17:44:45.773499,20824,"{""category"": ""6"", ""tweet_id_tweet"": ""455069597381562368"", ""task_id"": 15898}",62,15898,None,23,None,6,15898,4.55E+17
None,2016-10-03T17:44:41.013156,2016-10-03T17:44:52.507649,20825,"{""category"": ""4"", ""tweet_id_tweet"": ""451228972006014976"", ""task_id"": 15899}",62,15899,None,23,None,4,15899,4.51E+17
None,2016-10-03T17:44:46.020910,2016-10-03T17:44:57.735374,20826,"{""category"": ""4"", ""tweet_id_tweet"": ""451277627743928320"", ""task_id"": 15900}",62,15900,None,23,None,4,15900,4.51E+17
None,2016-10-03T17:44:52.785900,2016-10-03T17:45:01.707434,20827,"{""category"": ""7"", ""tweet_id_tweet"": ""451866980656496640"", ""task_id"": 15901}",62,15901,None,23,None,7,15901,4.52E+17
None,2016-10-03T17:44:57.996618,2016-10-03T17:45:29.033582,20828,"{""category"": ""5"", ""tweet_id_tweet"": ""451389608279162881"", ""task_id"": 15902}",62,15902,None,23,None,5,15902,4.51E+17
None,2016-10-03T17:45:02.076759,2016-10-03T17:45:33.489902,20829,"{""category"": ""5"", ""tweet_id_tweet"": ""451557762355716096"", ""task_id"": 15903}",62,15903,None,23,None,5,15903,4.52E+17
None,2016-10-03T17:45:29.433861,2016-10-03T17:45:39.489896,20830,"{""category"": ""7"", ""tweet_id_tweet"": ""453576281792466944"", ""task_id"": 15904}",62,15904,None,23,None,7,15904,4.54E+17
None,2016-10-03T17:45:33.847060,2016-10-03T17:45:47.075332,20831,"{""category"": ""1"", ""tweet_id_tweet"": ""451875723058618368"", ""task_id"": 15905}",62,15905,None,23,None,1,15905,4.52E+17
None,2016-10-03T17:45:39.726819,2016-10-03T17:45:51.008049,20832,"{""category"": ""4"", ""tweet_id_tweet"": ""451560765196357632"", ""task_id"": 15906}",62,15906,None,23,None,4,15906,4.52E+17
None,2016-10-03T17:45:47.358247,2016-10-03T17:45:57.976972,20833,"{""category"": ""7"", ""tweet_id_tweet"": ""452136507101679618"", ""task_id"": 15907}",62,15907,None,23,None,7,15907,4.52E+17
None,2016-10-03T17:45:51.251557,2016-10-03T17:46:04.714089,20834,"{""category"": ""2"", ""tweet_id_tweet"": ""451342049959485440"", ""task_id"": 15908}",62,15908,None,23,None,2,15908,4.51E+17
None,2016-10-03T17:45:58.239367,2016-10-03T17:47:25.820893,20835,"{""category"": ""5"", ""tweet_id_tweet"": ""451900819387219968"", ""task_id"": 15909}",62,15909,None,23,None,5,15909,4.52E+17
